CityType,EmployeeName,Date,Amount
Expensive City,Ebenezer Graham,5/15/2015,96.14
Moderately Expensive City,Ebenezer Graham,5/18/2015,42.86
Moderately Expensive City,Molly Harte,5/18/2015,34.91
Expensive City,Molly Harte,5/18/2015,63.58
Expensive City,Barret Bonden,5/19/2015,96.5
Inexpensive City,Jack Aubrey,5/19/2015,16.34
Expensive City,William Babbington,5/19/2015,110.93
Expensive City,William Mowett,5/19/2015,99.1
Moderately Expensive City,Barret Bonden,5/20/2015,41.58
Moderately Expensive City,Jack Aubrey,5/20/2015,20.7
Inexpensive City,Molly Harte,5/20/2015,26.77
Moderately Expensive City,Molly Harte,5/20/2015,43.87
Moderately Expensive City,Stephen Maturin,5/20/2015,57.34
Expensive City,Diana Villiers,5/21/2015,101.91
Moderately Expensive City,Ebenezer Graham,5/21/2015,39.92
Inexpensive City,Nathaniel Martin,5/21/2015,22.46
Moderately Expensive City,Stephen Maturin,5/21/2015,55
Expensive City,Stephen Maturin,5/21/2015,87.53
Expensive City,William Babbington,5/21/2015,82.1
Inexpensive City,William Mowett,5/21/2015,21.8
Moderately Expensive City,Ebenezer Graham,5/22/2015,32.23
Moderately Expensive City,Jack Aubrey,5/22/2015,46.45
Expensive City,William Babbington,5/22/2015,99.52
Inexpensive City,Clarissa Oakes,5/25/2015,26.54
Expensive City,Diana Villiers,5/25/2015,77.01
Inexpensive City,Nathaniel Martin,5/25/2015,22.69
Expensive City,William Mowett,5/25/2015,130.05
Expensive City,Diana Villiers,5/26/2015,101.25
Expensive City,Nathaniel Martin,5/26/2015,55.42
Moderately Expensive City,Sophia Aubrey,5/26/2015,50.01
Expensive City,William Babbington,5/26/2015,71.58
Moderately Expensive City,Ebenezer Graham,5/27/2015,30.32
Inexpensive City,Ebenezer Graham,5/27/2015,26.44
Inexpensive City,Molly Harte,5/27/2015,28.48
Inexpensive City,William Mowett,5/27/2015,27.45
Moderately Expensive City,Ebenezer Graham,5/28/2015,46.78
Expensive City,Ebenezer Graham,5/28/2015,34.94
Expensive City,Stephen Maturin,5/28/2015,85.28
Inexpensive City,William Mowett,5/28/2015,18.5
Inexpensive City,Barret Bonden,5/29/2015,19.62
Moderately Expensive City,Clarissa Oakes,5/29/2015,42.49
Expensive City,Jack Aubrey,5/29/2015,93.51
Moderately Expensive City,Jack Aubrey,5/29/2015,37.75
Moderately Expensive City,Stephen Maturin,5/29/2015,48.31
Moderately Expensive City,Ebenezer Graham,6/1/2015,43.28
Moderately Expensive City,Diana Villiers,6/2/2015,28.85
Expensive City,Diana Villiers,6/2/2015,82.5
Inexpensive City,Ebenezer Graham,6/2/2015,27.62
Expensive City,Emily Sweeting,6/2/2015,90.38
Moderately Expensive City,Molly Harte,6/2/2015,38.09
Expensive City,Sophia Aubrey,6/2/2015,80.47
Inexpensive City,William Babbington,6/2/2015,25.58
Inexpensive City,Ebenezer Graham,6/3/2015,20.51
Inexpensive City,Nathaniel Martin,6/3/2015,20.65
Expensive City,Stephen Maturin,6/3/2015,117.1
Inexpensive City,Clarissa Oakes,6/4/2015,22.76
Expensive City,Molly Harte,6/4/2015,60.97
Moderately Expensive City,Sophia Aubrey,6/4/2015,49.56
Moderately Expensive City,Stephen Maturin,6/4/2015,37.3
Moderately Expensive City,Clarissa Oakes,6/5/2015,27.38
Inexpensive City,Diana Villiers,6/5/2015,27.65
Moderately Expensive City,Molly Harte,6/5/2015,42.61
Inexpensive City,William Babbington,6/5/2015,30.17
Moderately Expensive City,Jack Aubrey,6/8/2015,42.66
Moderately Expensive City,Stephen Maturin,6/8/2015,45.97
Moderately Expensive City,Barret Bonden,6/9/2015,38.4
Expensive City,Diana Villiers,6/9/2015,103.47
Moderately Expensive City,Molly Harte,6/9/2015,35.05
Expensive City,Molly Harte,6/9/2015,93.47
Inexpensive City,Nathaniel Martin,6/9/2015,23.11
Moderately Expensive City,William Mowett,6/9/2015,36.98
Expensive City,William Mowett,6/9/2015,96.2
Expensive City,Barret Bonden,6/10/2015,78.31
Moderately Expensive City,Emily Sweeting,6/10/2015,40.81
Expensive City,Molly Harte,6/10/2015,89.92
Moderately Expensive City,Sophia Aubrey,6/10/2015,26.09
Expensive City,Stephen Maturin,6/10/2015,49.62
Moderately Expensive City,William Mowett,6/10/2015,36.34
Moderately Expensive City,Nathaniel Martin,6/11/2015,45.3
Inexpensive City,William Mowett,6/11/2015,27.23
Moderately Expensive City,Emily Sweeting,6/12/2015,36.92
Expensive City,Emily Sweeting,6/12/2015,101.5
Inexpensive City,Jack Aubrey,6/12/2015,23.79
Inexpensive City,Molly Harte,6/12/2015,22.39
Moderately Expensive City,Stephen Maturin,6/12/2015,27.59
Inexpensive City,Ebenezer Graham,6/15/2015,20.54
Expensive City,Jack Aubrey,6/15/2015,71.29
Moderately Expensive City,Stephen Maturin,6/15/2015,44.36
Expensive City,Barret Bonden,6/16/2015,59.55
Moderately Expensive City,Molly Harte,6/16/2015,36.27
Inexpensive City,Molly Harte,6/16/2015,28.09
Inexpensive City,William Babbington,6/16/2015,30.29
Expensive City,Barret Bonden,6/17/2015,82.75
Inexpensive City,Clarissa Oakes,6/17/2015,26.79
Moderately Expensive City,Diana Villiers,6/17/2015,33.71
Moderately Expensive City,Nathaniel Martin,6/17/2015,50.98
Inexpensive City,Nathaniel Martin,6/17/2015,17.18
Inexpensive City,Diana Villiers,6/18/2015,18.14
Moderately Expensive City,Ebenezer Graham,6/18/2015,38.44
Expensive City,Nathaniel Martin,6/18/2015,74.11
Inexpensive City,Molly Harte,6/19/2015,32.43
Moderately Expensive City,Clarissa Oakes,6/22/2015,26.53
Moderately Expensive City,Molly Harte,6/22/2015,33.52
Expensive City,Molly Harte,6/22/2015,88.93
Expensive City,Sophia Aubrey,6/22/2015,96.03
Moderately Expensive City,Barret Bonden,6/23/2015,33.12
Inexpensive City,Jack Aubrey,6/23/2015,25.71
Expensive City,Nathaniel Martin,6/23/2015,96.48
Inexpensive City,William Babbington,6/23/2015,26.23
Moderately Expensive City,William Mowett,6/23/2015,45.64
Inexpensive City,Barret Bonden,6/24/2015,26.55
Inexpensive City,Ebenezer Graham,6/24/2015,19.27
Expensive City,Ebenezer Graham,6/24/2015,132.8
Inexpensive City,Molly Harte,6/24/2015,14.68
Moderately Expensive City,Molly Harte,6/24/2015,47.7
Inexpensive City,Diana Villiers,6/25/2015,29.26
Expensive City,Emily Sweeting,6/25/2015,84.32
Expensive City,Jack Aubrey,6/25/2015,118.64
Inexpensive City,William Babbington,6/25/2015,23.16
Expensive City,William Mowett,6/26/2015,77.6
Inexpensive City,Ebenezer Graham,6/29/2015,27.64
Moderately Expensive City,Sophia Aubrey,6/29/2015,31.67
Moderately Expensive City,Clarissa Oakes,6/30/2015,43.17
Moderately Expensive City,Emily Sweeting,6/30/2015,33.36
Moderately Expensive City,Nathaniel Martin,6/30/2015,32.96
Inexpensive City,Sophia Aubrey,6/30/2015,17.63
Expensive City,Stephen Maturin,6/30/2015,75.69
Inexpensive City,William Babbington,6/30/2015,32.07
Expensive City,Barret Bonden,7/1/2015,104.74
Expensive City,William Babbington,7/1/2015,87.57
Moderately Expensive City,William Mowett,7/1/2015,36.93
Moderately Expensive City,Diana Villiers,7/2/2015,30.33
Expensive City,Clarissa Oakes,7/3/2015,101.79
Inexpensive City,Diana Villiers,7/3/2015,23.33
Moderately Expensive City,Ebenezer Graham,7/3/2015,46.17
Inexpensive City,Emily Sweeting,7/3/2015,30.58
Inexpensive City,Nathaniel Martin,7/3/2015,30.18
Expensive City,Sophia Aubrey,7/3/2015,95.09
Moderately Expensive City,Stephen Maturin,7/3/2015,13.54
Inexpensive City,Diana Villiers,7/6/2015,21.74
Moderately Expensive City,Diana Villiers,7/6/2015,44.07
Expensive City,Nathaniel Martin,7/6/2015,85.87
Moderately Expensive City,William Babbington,7/6/2015,35.43
Moderately Expensive City,Barret Bonden,7/7/2015,60.87
Expensive City,Nathaniel Martin,7/7/2015,128.5
Expensive City,Clarissa Oakes,7/8/2015,77.33
Moderately Expensive City,Emily Sweeting,7/8/2015,43.79
Inexpensive City,Clarissa Oakes,7/9/2015,21.08
Expensive City,Clarissa Oakes,7/9/2015,107.38
Expensive City,Diana Villiers,7/9/2015,79.66
Inexpensive City,Jack Aubrey,7/9/2015,29.36
Moderately Expensive City,Molly Harte,7/9/2015,35.04
Moderately Expensive City,Barret Bonden,7/10/2015,46.79
Moderately Expensive City,Ebenezer Graham,7/10/2015,17.82
Expensive City,Ebenezer Graham,7/10/2015,102.72
Moderately Expensive City,Jack Aubrey,7/10/2015,20.35
Expensive City,Nathaniel Martin,7/10/2015,96.01
Expensive City,Sophia Aubrey,7/10/2015,105.27
Inexpensive City,William Babbington,7/10/2015,32.93
Inexpensive City,William Mowett,7/10/2015,15.39
Inexpensive City,William Mowett,7/13/2015,27.47
Moderately Expensive City,Emily Sweeting,7/14/2015,26.22
Expensive City,Nathaniel Martin,7/14/2015,105.71
Moderately Expensive City,Barret Bonden,7/15/2015,32.54
Expensive City,Stephen Maturin,7/15/2015,97.64
Moderately Expensive City,William Mowett,7/15/2015,22.87
Inexpensive City,Barret Bonden,7/16/2015,24.77
Moderately Expensive City,Clarissa Oakes,7/16/2015,35.73
Moderately Expensive City,Jack Aubrey,7/16/2015,55.73
Moderately Expensive City,Molly Harte,7/16/2015,50.68
Moderately Expensive City,Barret Bonden,7/17/2015,47.3
Expensive City,Clarissa Oakes,7/17/2015,77.84
Moderately Expensive City,Diana Villiers,7/17/2015,28.22
Expensive City,Nathaniel Martin,7/17/2015,70.9
Inexpensive City,William Babbington,7/17/2015,26.29
Moderately Expensive City,William Mowett,7/17/2015,49.34
Expensive City,Ebenezer Graham,7/20/2015,101.01
Moderately Expensive City,Sophia Aubrey,7/20/2015,17.4
Inexpensive City,William Mowett,7/20/2015,21.24
Inexpensive City,Nathaniel Martin,7/21/2015,23.81
Moderately Expensive City,Stephen Maturin,7/21/2015,57.79
Moderately Expensive City,Barret Bonden,7/22/2015,25.27
Inexpensive City,Nathaniel Martin,7/22/2015,21.57
Moderately Expensive City,Molly Harte,7/23/2015,38.11
Moderately Expensive City,Emily Sweeting,7/24/2015,43.95
Inexpensive City,Sophia Aubrey,7/24/2015,18.05
Moderately Expensive City,William Babbington,7/24/2015,41.86
Moderately Expensive City,William Mowett,7/24/2015,46.03
Moderately Expensive City,Barret Bonden,7/27/2015,14.6
Inexpensive City,Clarissa Oakes,7/27/2015,24.41
Expensive City,Emily Sweeting,7/27/2015,114.25
Expensive City,Molly Harte,7/27/2015,98.13
Moderately Expensive City,Nathaniel Martin,7/27/2015,41.83
Inexpensive City,Sophia Aubrey,7/27/2015,27.87
Moderately Expensive City,Emily Sweeting,7/28/2015,31.35
Expensive City,Emily Sweeting,7/28/2015,88.89
Inexpensive City,Stephen Maturin,7/28/2015,25.39
Expensive City,William Babbington,7/28/2015,97.91
Inexpensive City,William Mowett,7/28/2015,21.44
Inexpensive City,Barret Bonden,7/29/2015,26.44
Inexpensive City,Clarissa Oakes,7/29/2015,30.99
Expensive City,Clarissa Oakes,7/29/2015,64.1
Expensive City,Sophia Aubrey,7/29/2015,89.47
Moderately Expensive City,Ebenezer Graham,7/30/2015,44.98
Expensive City,Emily Sweeting,7/30/2015,66.09
Inexpensive City,William Babbington,7/30/2015,27.11
Inexpensive City,Barret Bonden,7/31/2015,28.89
Inexpensive City,Diana Villiers,7/31/2015,28.23
Inexpensive City,Molly Harte,7/31/2015,18.92
Inexpensive City,Ebenezer Graham,8/3/2015,17.43
Moderately Expensive City,Ebenezer Graham,8/3/2015,43.15
Expensive City,Barret Bonden,8/4/2015,94.59
Moderately Expensive City,Ebenezer Graham,8/4/2015,43.22
Moderately Expensive City,Stephen Maturin,8/4/2015,46.89
Inexpensive City,Stephen Maturin,8/4/2015,22.16
Inexpensive City,Ebenezer Graham,8/5/2015,19.54
Inexpensive City,Emily Sweeting,8/5/2015,27.76
Moderately Expensive City,Stephen Maturin,8/5/2015,43.29
Inexpensive City,William Babbington,8/5/2015,18.61
Moderately Expensive City,William Mowett,8/5/2015,43.73
Moderately Expensive City,Barret Bonden,8/6/2015,30.86
Moderately Expensive City,Ebenezer Graham,8/6/2015,59.08
Expensive City,Emily Sweeting,8/6/2015,71.34
Moderately Expensive City,Jack Aubrey,8/6/2015,34.71
Inexpensive City,Molly Harte,8/6/2015,19.24
Expensive City,Stephen Maturin,8/6/2015,106.33
Expensive City,Barret Bonden,8/7/2015,91.79
Inexpensive City,Emily Sweeting,8/7/2015,18.91
Expensive City,Sophia Aubrey,8/7/2015,82.73
Expensive City,William Mowett,8/7/2015,89.14
Inexpensive City,Barret Bonden,8/10/2015,28.03
Moderately Expensive City,Diana Villiers,8/10/2015,49.53
Inexpensive City,Jack Aubrey,8/10/2015,19.53
Expensive City,Molly Harte,8/10/2015,122.87
Expensive City,William Mowett,8/10/2015,77.57
Expensive City,Clarissa Oakes,8/11/2015,129.49
Inexpensive City,Diana Villiers,8/11/2015,19.03
Expensive City,Diana Villiers,8/11/2015,87.64
Moderately Expensive City,Ebenezer Graham,8/11/2015,21.43
Inexpensive City,Jack Aubrey,8/11/2015,14.32
Moderately Expensive City,Sophia Aubrey,8/11/2015,49.37
Expensive City,Sophia Aubrey,8/11/2015,69.01
Expensive City,Stephen Maturin,8/11/2015,68.35
Expensive City,William Mowett,8/11/2015,94.42
Expensive City,Diana Villiers,8/12/2015,61.83
Moderately Expensive City,Diana Villiers,8/12/2015,32.46
Inexpensive City,Nathaniel Martin,8/12/2015,20.97
Moderately Expensive City,Stephen Maturin,8/12/2015,44.15
Moderately Expensive City,Clarissa Oakes,8/13/2015,28.83
Expensive City,Diana Villiers,8/13/2015,82.92
Inexpensive City,Molly Harte,8/13/2015,20.57
Inexpensive City,Nathaniel Martin,8/14/2015,23.62
Expensive City,Stephen Maturin,8/14/2015,87.45
Inexpensive City,William Babbington,8/14/2015,27.55
Expensive City,William Mowett,8/14/2015,86.46
Moderately Expensive City,Barret Bonden,8/17/2015,68.61
Moderately Expensive City,Clarissa Oakes,8/17/2015,46.48
Moderately Expensive City,Diana Villiers,8/17/2015,37.55
Expensive City,Barret Bonden,8/18/2015,69.72
Inexpensive City,Clarissa Oakes,8/18/2015,22.73
Inexpensive City,Emily Sweeting,8/18/2015,30.14
Inexpensive City,Stephen Maturin,8/18/2015,27.13
Expensive City,Stephen Maturin,8/18/2015,64.75
Inexpensive City,Barret Bonden,8/19/2015,12.44
Inexpensive City,Diana Villiers,8/19/2015,24.6
Expensive City,Emily Sweeting,8/19/2015,79.16
Inexpensive City,Stephen Maturin,8/19/2015,30.33
Inexpensive City,William Babbington,8/19/2015,29.42
Inexpensive City,Ebenezer Graham,8/20/2015,19.33
Moderately Expensive City,Molly Harte,8/20/2015,45.11
Moderately Expensive City,Nathaniel Martin,8/20/2015,27.16
Expensive City,Stephen Maturin,8/20/2015,99.24
Moderately Expensive City,Barret Bonden,8/21/2015,49.62
Moderately Expensive City,Ebenezer Graham,8/21/2015,44.27
Moderately Expensive City,Emily Sweeting,8/21/2015,40.17
Expensive City,Nathaniel Martin,8/21/2015,81.18
Moderately Expensive City,William Babbington,8/21/2015,45.39
Inexpensive City,Barret Bonden,8/24/2015,21.79
Inexpensive City,Nathaniel Martin,8/24/2015,27.12
Moderately Expensive City,Sophia Aubrey,8/24/2015,34.54
Moderately Expensive City,Stephen Maturin,8/24/2015,34.69
Inexpensive City,Barret Bonden,8/25/2015,35
Moderately Expensive City,Emily Sweeting,8/25/2015,51
Inexpensive City,Jack Aubrey,8/25/2015,26.01
Inexpensive City,Molly Harte,8/25/2015,24.61
Moderately Expensive City,Sophia Aubrey,8/25/2015,54.45
Inexpensive City,Sophia Aubrey,8/25/2015,25.22
Inexpensive City,Stephen Maturin,8/25/2015,17.63
Moderately Expensive City,Stephen Maturin,8/25/2015,32
Expensive City,William Babbington,8/25/2015,66.29
Moderately Expensive City,Jack Aubrey,8/26/2015,44.46
Inexpensive City,Nathaniel Martin,8/26/2015,21.07
Expensive City,Nathaniel Martin,8/26/2015,93.71
Moderately Expensive City,Barret Bonden,8/28/2015,25.43
Moderately Expensive City,Jack Aubrey,8/28/2015,28.74
Expensive City,Nathaniel Martin,8/28/2015,110.29
Inexpensive City,William Mowett,8/28/2015,31.63
Moderately Expensive City,William Mowett,8/28/2015,55.62
Expensive City,Barret Bonden,8/31/2015,94.4
Inexpensive City,Nathaniel Martin,8/31/2015,23.57
Moderately Expensive City,William Babbington,8/31/2015,25
Moderately Expensive City,Clarissa Oakes,9/1/2015,67.94
Inexpensive City,Clarissa Oakes,9/1/2015,17.45
Moderately Expensive City,Sophia Aubrey,9/1/2015,50.29
Moderately Expensive City,Diana Villiers,9/2/2015,34.78
Moderately Expensive City,Ebenezer Graham,9/2/2015,56.66
Inexpensive City,Molly Harte,9/2/2015,20.64
Expensive City,Molly Harte,9/2/2015,80.55
Moderately Expensive City,Nathaniel Martin,9/2/2015,36.17
Moderately Expensive City,Barret Bonden,9/3/2015,29.05
Expensive City,Barret Bonden,9/3/2015,97.48
Moderately Expensive City,Stephen Maturin,9/3/2015,49.19
Expensive City,Barret Bonden,9/4/2015,93.69
Expensive City,Diana Villiers,9/4/2015,108.17
Inexpensive City,Ebenezer Graham,9/8/2015,22.15
Expensive City,Jack Aubrey,9/8/2015,66.56
Inexpensive City,William Mowett,9/8/2015,18.29
Inexpensive City,Ebenezer Graham,9/9/2015,24.74
Expensive City,Ebenezer Graham,9/9/2015,88.86
Inexpensive City,Emily Sweeting,9/9/2015,17.84
Moderately Expensive City,Emily Sweeting,9/9/2015,32.24
Expensive City,Molly Harte,9/9/2015,119.47
Expensive City,Stephen Maturin,9/9/2015,70.76
Inexpensive City,Clarissa Oakes,9/10/2015,29.44
Expensive City,William Babbington,9/10/2015,103.26
Moderately Expensive City,Clarissa Oakes,9/11/2015,40.28
Moderately Expensive City,Emily Sweeting,9/11/2015,23.59
Expensive City,Emily Sweeting,9/11/2015,77.45
Expensive City,Jack Aubrey,9/11/2015,68.13
Inexpensive City,Molly Harte,9/11/2015,20.3
Moderately Expensive City,Nathaniel Martin,9/11/2015,52.44
Moderately Expensive City,William Mowett,9/11/2015,42.41
Expensive City,William Mowett,9/11/2015,85.08
Moderately Expensive City,Barret Bonden,9/16/2015,34.13
Inexpensive City,Jack Aubrey,9/16/2015,22.98
Moderately Expensive City,Molly Harte,9/16/2015,25.98
Expensive City,Molly Harte,9/16/2015,113.33
Expensive City,William Mowett,9/16/2015,70.62
Expensive City,Ebenezer Graham,9/18/2015,51.97
Expensive City,Jack Aubrey,9/18/2015,115.04
Moderately Expensive City,Molly Harte,9/18/2015,53.09
Moderately Expensive City,William Babbington,9/18/2015,49.38
Inexpensive City,Diana Villiers,9/21/2015,29.06
Inexpensive City,Jack Aubrey,9/21/2015,33.72
Expensive City,Nathaniel Martin,9/21/2015,49.71
Moderately Expensive City,Clarissa Oakes,9/22/2015,41.56
Inexpensive City,Ebenezer Graham,9/22/2015,22.14
Moderately Expensive City,Emily Sweeting,9/22/2015,45.65
Inexpensive City,Sophia Aubrey,9/24/2015,23.64
Inexpensive City,Stephen Maturin,9/24/2015,25.23
Moderately Expensive City,Diana Villiers,9/25/2015,45.98
Moderately Expensive City,Ebenezer Graham,9/25/2015,52.92
Moderately Expensive City,Emily Sweeting,9/25/2015,51.96
Inexpensive City,Jack Aubrey,9/25/2015,27.98
Inexpensive City,Ebenezer Graham,9/29/2015,26
Expensive City,Ebenezer Graham,9/29/2015,61.26
Moderately Expensive City,Emily Sweeting,9/29/2015,49.66
Moderately Expensive City,Molly Harte,9/29/2015,59.47
Inexpensive City,Molly Harte,9/29/2015,13.93
Inexpensive City,Sophia Aubrey,9/29/2015,20.73
Expensive City,William Babbington,9/29/2015,66.02
Moderately Expensive City,William Mowett,9/29/2015,35.53
Moderately Expensive City,Diana Villiers,9/30/2015,51.12
Inexpensive City,Diana Villiers,9/30/2015,12.95
Inexpensive City,William Babbington,9/30/2015,20.02
Expensive City,Barret Bonden,10/1/2015,81.94
Expensive City,Jack Aubrey,10/1/2015,114.38
Expensive City,Sophia Aubrey,10/1/2015,124.5
Expensive City,Stephen Maturin,10/1/2015,64.86
Moderately Expensive City,Stephen Maturin,10/1/2015,57.94
Moderately Expensive City,Diana Villiers,10/2/2015,41.55
Inexpensive City,William Mowett,10/2/2015,20.78
Moderately Expensive City,Clarissa Oakes,10/7/2015,48.13
Inexpensive City,Molly Harte,10/7/2015,26.81
Expensive City,Stephen Maturin,10/7/2015,98.87
Inexpensive City,William Babbington,10/7/2015,27.35
Moderately Expensive City,Barret Bonden,10/8/2015,51.77
Expensive City,Diana Villiers,10/8/2015,87.63
Inexpensive City,Nathaniel Martin,10/8/2015,16.04
Inexpensive City,Diana Villiers,10/12/2015,23.46
Moderately Expensive City,Emily Sweeting,10/12/2015,61.21
Expensive City,Jack Aubrey,10/12/2015,86.16
Expensive City,Stephen Maturin,10/12/2015,107.39
Inexpensive City,Clarissa Oakes,10/14/2015,33.3
Moderately Expensive City,Sophia Aubrey,10/14/2015,53.95
